run_accession,country,collection_date
ERR133954,RUS,2009-01-01
ERR137229,RUS,2009-01-01
ERR137204,RUS,2009-01-01
SRR8347539,RUS,2017-01-01
SRR8346382,RUS,2017-01-01
ERR133978,RUS,2009-01-01
ERR133949,RUS,2009-01-01
ERR133932,RUS,2009-01-01
ERR133924,RUS,2009-01-01
ERR158576,RUS,2009-01-01
ERR234665,RUS,2010-01-01
ERR133930,RUS,2009-01-01
ERR137249,RUS,2009-01-01
ERR158590,RUS,2009-01-01
ERR133968,RUS,2009-01-01
ERR137208,RUS,2010-01-01
ERR158616,RUS,2008-01-01
ERR158611,RUS,2008-01-01
ERR234662,RUS,2010-01-01
ERR158574,RUS,2009-01-01
ERR137224,RUS,2009-01-01
ERR133944,RUS,2009-01-01
ERR137275,RUS,2009-01-01
ERR137221,RUS,2009-01-01
ERR137230,RUS,2009-01-01
SRR8358462,RUS,2017-01-01
ERR133820,RUS,2008-01-01
ERR137241,RUS,2009-01-01
ERR144628,RUS,2009-01-01
ERR234698,RUS,2010-01-01
ERR228055,RUS,2010-01-01
ERR133918,RUS,2009-01-01
ERR158577,RUS,2009-01-01
ERR158591,RUS,2009-01-01
ERR137265,RUS,2009-01-01
ERR234656,RUS,2010-01-01
SRR8329334,RUS,2017-01-01
SRR8345980,RUS,2017-01-01
SRR1722867,RUS,2010-01-01
SRR1722712,RUS,2010-01-01
ERR133912,RUS,2009-01-01
ERR158586,RUS,2009-01-01
ERR133931,RUS,2009-01-01
ERR137219,RUS,2009-01-01
ERR133908,RUS,2009-01-01
SRR8335248,RUS,2017-01-01
ERR137267,RUS,2009-01-01
SRR8354716,RUS,2017-01-01
ERR137283,RUS,2009-01-01
ERR133982,RUS,2009-01-01
ERR158573,RUS,2009-01-01
ERR133935,RUS,2009-01-01
ERR137231,RUS,2009-01-01
SRR13120450,RUS,2011-01-01
ERR228017,RUS,2010-01-01
ERR158615,RUS,2008-01-01
ERR133921,RUS,2009-01-01
ERR133963,RUS,2009-01-01
ERR137280,RUS,2009-01-01
ERR137244,RUS,2009-01-01
ERR133957,RUS,2009-01-01
ERR234657,RUS,2010-01-01
ERR133907,RUS,2009-01-01
ERR133964,RUS,2009-01-01
ERR137257,RUS,2009-01-01
SRR6914121,RUS,2016-02-11
SRR8366603,RUS,2017-01-01
ERR133956,RUS,2009-01-01
ERR137258,RUS,2009-01-01
ERR137240,RUS,2009-01-01
ERR137245,RUS,2009-01-01
ERR133858,RUS,2008-01-01
ERR133919,RUS,2009-01-01
ERR133987,RUS,2009-01-01
ERR133948,RUS,2009-01-01
ERR133934,RUS,2009-01-01
ERR234661,RUS,2010-01-01
ERR137279,RUS,2009-01-01
ERR234674,RUS,2010-01-01
ERR137227,RUS,2009-01-01
ERR133868,RUS,2008-01-01
ERR158614,RUS,2008-01-01
ERR133925,RUS,2009-01-01
ERR137266,RUS,2009-01-01
ERR133886,RUS,2008-01-01
ERR133904,RUS,2009-01-01
ERR158580,RUS,2009-01-01
ERR158613,RUS,2008-01-01
ERR137278,RUS,2009-01-01
ERR133937,RUS,2009-01-01
ERR137198,RUS,2009-01-01
ERR133947,RUS,2009-01-01
ERR137253,RUS,2009-01-01
ERR234696,RUS,2010-01-01
ERR158578,RUS,2009-01-01
ERR137207,RUS,2009-01-01
SRR8422493,RUS,2017-01-01
ERR133942,RUS,2009-01-01
ERR133983,RUS,2009-01-01
SRR11871446,RUS,2018-01-01
SRR8380043,RUS,2017-01-01
ERR133959,RUS,2009-01-01
ERR234667,RUS,2010-01-01
ERR234697,RUS,2010-01-01
ERR133984,RUS,2009-01-01
ERR133909,RUS,2009-01-01
ERR158579,RUS,2009-01-01
ERR133961,RUS,2009-01-01
ERR137192,RUS,2009-01-01
ERR133980,RUS,2009-01-01
ERR137254,RUS,2009-01-01
ERR133952,RUS,2009-01-01
ERR137232,RUS,2009-01-01
ERR133966,RUS,2009-01-01
ERR133971,RUS,2009-01-01
SRR11871441,RUS,2018-01-01
ERR234593,RUS,2008-01-01
ERR137220,RUS,2009-01-01
ERR133970,RUS,2009-01-01
ERR137228,RUS,2009-01-01
ERR137242,RUS,2009-01-01
ERR144622,RUS,2009-01-01
ERR137271,RUS,2009-01-01
SRR8365903,RUS,2017-01-01
ERR133850,RUS,2008-01-01
SRR13120442,RUS,2011-10-01
ERR137236,RUS,2009-01-01
ERR133834,RUS,2008-01-01
ERR137247,RUS,2009-01-01
SRR8327860,RUS,2017-01-01
ERR133922,RUS,2009-01-01
ERR133951,RUS,2009-01-01
ERR133965,RUS,2009-01-01
ERR137196,RUS,2009-01-01
ERR234695,RUS,2010-01-01
ERR137263,RUS,2009-01-01
ERR137225,RUS,2009-01-01
ERR137211,RUS,2009-01-01
ERR133804,RUS,2008-01-01
ERR133936,RUS,2009-01-01
ERR137281,RUS,2009-01-01
ERR137213,RUS,2009-01-01
ERR137246,RUS,2009-01-01
ERR144624,RUS,2009-01-01
ERR144548,RUS,2009-01-01
ERR133899,RUS,2009-01-01
SRR8369839,RUS,2017-01-01
SRR13120437,RUS,2013-04-01
ERR133902,RUS,2009-01-01
ERR137222,RUS,2009-01-01
ERR144614,RUS,2009-01-01
ERR137259,RUS,2009-01-01
ERR137252,RUS,2009-01-01
ERR133900,RUS,2009-01-01
ERR137268,RUS,2009-01-01
ERR133894,RUS,2009-01-01
ERR137212,RUS,2009-01-01
ERR234693,RUS,2010-01-01
SRR8429911,RUS,2017-01-01
SRR8439315,RUS,2017-01-01
ERR133929,RUS,2009-01-01
ERR133898,RUS,2009-01-01
