run_accession,country,collection_date
SRR3743380,MDA,2015-01-05
SRR7646041,MDA,2014-01-01
SRR14781999,MDA,2019-09-16
SRR14782745,MDA,2018-05-21
SRR14801570,MDA,2019-02-18
SRR14781849,MDA,2019-10-22
SRR7646059,MDA,2014-01-01
SRR14802272,MDA,2018-02-01
SRR10380179,MDA,2015-01-01
SRR14782137,MDA,2019-07-15
SRR10380241,MDA,2017-01-01
SRR6807740,MDA,2016-07-01
SRR14802011,MDA,2018-10-10
SRR14782287,MDA,2019-11-21
SRR14782376,MDA,2018-11-01
SRR14802103,MDA,2019-09-21
SRR14801420,MDA,2019-05-03
SRR14782284,MDA,2018-11-27
SRR14782643,MDA,2019-02-20
SRR14781918,MDA,2019-10-03
SRR5153862,MDA,2015-01-01
SRR10380009,MDA,2015-01-01
SRR14801691,MDA,2018-10-19
SRR14801801,MDA,2018-07-06
SRR14801990,MDA,2019-12-13
SRR7755712,MDA,2014-01-01
SRR14801406,MDA,2019-04-30
SRR14802235,MDA,2018-02-12
SRR14782511,MDA,2018-04-02
SRR14801852,MDA,2018-05-18
SRR14801792,MDA,2018-07-23
SRR14782545,MDA,2019-03-25
SRR14807590,MDA,2018-03-15
SRR14802165,MDA,2018-06-19
SRR10379988,MDA,2011-01-01
SRR7645987,MDA,2014-01-01
SRR14782001,MDA,2019-09-16
SRR14801533,MDA,2018-05-28
SRR6807720,MDA,2016-11-01
SRR10380203,MDA,2015-01-01
SRR7755736,MDA,2014-01-01
SRR14801411,MDA,2019-04-25
SRR7645855,MDA,2014-01-01
SRR14807509,MDA,2018-03-28
SRR14782796,MDA,2018-05-08
SRR14801934,MDA,2018-12-22
SRR14782196,MDA,2018-12-14
SRR14801642,MDA,2018-02-26
SRR14782367,MDA,2019-11-04
SRR14802064,MDA,2019-10-17
SRR14782406,MDA,2018-10-30
SRR14782260,MDA,2018-11-30
SRR14807523,MDA,2018-02-21
SRR14801861,MDA,2018-05-07
SRR14802270,MDA,2018-02-01
SRR14801523,MDA,2019-03-05
SRR14801621,MDA,2018-12-13
SRR14801726,MDA,2018-10-01
SRR14801702,MDA,2019-10-29
SRR14782775,MDA,2019-05-20
SRR7646039,MDA,2014-01-01
SRR14782834,MDA,2018-04-27
SRR14781945,MDA,2018-09-25
SRR14782218,MDA,2019-12-05
SRR7645909,MDA,2014-01-01
SRR14782669,MDA,2019-02-13
SRR14802257,MDA,2018-05-07
SRR14801647,MDA,2019-11-29
SRR14781948,MDA,2019-09-24
SRR10380008,MDA,2017-01-01
SRR14782383,MDA,2018-10-30
SRR7646052,MDA,2014-01-01
SRR14782055,MDA,2018-08-30
SRR7755680,MDA,2014-01-01
SRR14782746,MDA,2018-05-21
SRR14782407,MDA,2018-10-29
SRR14807505,MDA,2018-03-16
SRR14807593,MDA,2018-03-23
SRR7645991,MDA,2014-01-01
SRR14802058,MDA,2019-10-19
SRR14807587,MDA,2018-03-03
SRR14801522,MDA,2019-02-28
SRR14782123,MDA,2018-07-23
SRR14782645,MDA,2019-02-19
SRR14782327,MDA,2018-11-14
SRR14802016,MDA,2019-11-23
SRR14782252,MDA,2018-12-04
SRR14801510,MDA,2018-02-23
SRR14782763,MDA,2018-05-16
SRR6807756,MDA,2012-10-01
SRR14801995,MDA,2018-05-28
SRR14801946,MDA,2018-12-12
SRR7755662,MDA,2014-01-01
SRR14782514,MDA,2019-04-05
SRR14782499,MDA,2019-04-11
SRR14782141,MDA,2019-12-27
SRR14801328,MDA,2019-01-23
SRR14801339,MDA,2019-07-10
SRR14782272,MDA,2018-11-28
SRR14782574,MDA,2019-01-12
SRR14802038,MDA,2019-11-02
SRR14782520,MDA,2019-07-23
SRR14781984,MDA,2019-09-17
SRR14782037,MDA,2019-09-09
SRR14801628,MDA,2019-12-24
SRR5153861,MDA,2015-01-01
SRR7645826,MDA,2014-01-01
SRR5153920,MDA,2016-01-01
SRR10379914,MDA,2015-01-01
SRR14802182,MDA,2018-02-13
SRR14807459,MDA,2018-06-05
SRR14782153,MDA,2018-12-29
SRR7645945,MDA,2014-01-01
SRR14801555,MDA,2019-02-22
SRR14782802,MDA,2018-05-08
SRR10379999,MDA,2018-01-01
SRR5153849,MDA,2015-01-01
SRR14781978,MDA,2019-09-20
SRR14782286,MDA,2018-11-27
SRR7645933,MDA,2014-01-01
SRR14782606,MDA,2019-03-05
SRR14801335,MDA,2019-01-17
SRR14782833,MDA,2018-04-27
SRR14782607,MDA,2019-03-04
SRR7645948,MDA,2014-01-01
SRR14782400,MDA,2018-10-31
SRR10380222,MDA,2017-01-01
SRR14782300,MDA,2018-11-20
SRR3743434,MDA,2015-08-24
SRR14801884,MDA,2018-05-28
SRR7645995,MDA,2014-01-01
SRR7645926,MDA,2013-01-01
SRR14781976,MDA,2019-09-17
SRR14782597,MDA,2019-03-06
SRR14801803,MDA,2018-07-11
SRR10380028,MDA,2017-01-01
SRR14801297,MDA,2018-04-19
SRR14782135,MDA,2019-12-31
SRR3743408,MDA,2015-08-17
SRR14802268,MDA,2018-01-11
SRR14801409,MDA,2019-05-07
SRR7645985,MDA,2014-01-01
SRR14802225,MDA,2018-01-12
SRR14801821,MDA,2019-06-27
SRR3743410,MDA,2015-12-29
SRR14782072,MDA,2018-08-20
SRR14802121,MDA,2018-07-26
SRR14801796,MDA,2018-07-17
SRR14801364,MDA,2019-06-07
SRR10379890,MDA,2010-01-01
SRR7645885,MDA,2014-01-01
SRR14782117,MDA,2019-01-24
SRR7755728,MDA,2014-01-01
SRR14802126,MDA,2018-07-24
SRR14782823,MDA,2018-05-02
SRR14801697,MDA,2018-10-17
SRR14781912,MDA,2019-10-07
SRR14807506,MDA,2018-03-23
SRR14807493,MDA,2018-03-06
SRR14802099,MDA,2018-08-11
SRR14782571,MDA,2019-03-14
SRR14801641,MDA,2018-12-03
SRR10380183,MDA,2013-01-01
SRR7645993,MDA,2014-01-01
SRR10380016,MDA,2010-01-01
SRR14782699,MDA,2019-02-11
SRR14801400,MDA,2019-01-02
SRR14802019,MDA,2018-09-28
SRR14782384,MDA,2018-10-31
SRR10379927,MDA,2017-01-01
SRR14801319,MDA,2019-03-12
SRR14802254,MDA,2018-01-09
SRR14802194,MDA,2018-02-27
SRR14801832,MDA,2019-06-10
SRR14801448,MDA,2019-04-16
SRR14782474,MDA,2019-04-17
SRR7646013,MDA,2013-01-01
SRR14807642,MDA,2018-01-08
SRR10380014,MDA,2011-01-01
SRR14782233,MDA,2019-12-02
SRR14782188,MDA,2018-12-15
SRR14782756,MDA,2019-05-22
SRR7646044,MDA,2013-01-01
SRR14807511,MDA,2018-03-28
SRR14782822,MDA,2018-05-02
SRR14782026,MDA,2018-09-10
SRR14802155,MDA,2018-06-28
SRR14782143,MDA,2019-12-26
SRR14782416,MDA,2019-10-25
SRR14801394,MDA,2019-05-08
SRR14807469,MDA,2018-01-23
SRR10380085,MDA,2017-01-01
SRR14782232,MDA,2018-12-07
SRR14781879,MDA,2019-10-14
SRR7645838,MDA,2014-01-01
SRR14782594,MDA,2019-03-06
SRR14802171,MDA,2018-06-13
SRR6807739,MDA,2012-06-01
SRR10380005,MDA,2013-01-01
SRR5153828,MDA,2015-01-01
SRR14802149,MDA,2018-06-29
SRR14802237,MDA,2018-01-11
SRR14782736,MDA,2018-05-22
SRR10379987,MDA,2018-01-01
SRR7645998,MDA,2014-01-01
SRR14781907,MDA,2018-06-18
SRR14782091,MDA,2018-08-14
SRR14782301,MDA,2018-11-23
SRR14782639,MDA,2019-02-21
SRR14782393,MDA,2018-06-12
SRR7645825,MDA,2014-01-01
SRR7645860,MDA,2014-01-01
SRR7645978,MDA,2013-01-01
SRR14801764,MDA,2018-06-04
SRR14782170,MDA,2018-07-10
SRR14782604,MDA,2019-01-11
SRR14782387,MDA,2018-11-01
SRR14801953,MDA,2018-11-27
SRR14807488,MDA,2018-04-23
SRR14782317,MDA,2018-11-20
SRR3743412,MDA,2015-05-20
SRR14782536,MDA,2018-03-20
SRR14802066,MDA,2018-08-31
SRR14782138,MDA,2019-12-28
SRR5153843,MDA,2009-01-01
SRR7755711,MDA,2014-01-01
SRR14782285,MDA,2018-11-26
SRR14782369,MDA,2018-11-06
SRR14782449,MDA,2018-04-24
SRR7645935,MDA,2014-01-01
SRR14801781,MDA,2018-08-03
SRR14781941,MDA,2019-01-24
SRR14801677,MDA,2019-11-15
SRR10380232,MDA,2017-01-01
SRR14801696,MDA,2019-11-01
SRR14782457,MDA,2018-04-23
SRR10380000,MDA,2015-01-01
SRR7645878,MDA,2014-01-01
SRR10379912,MDA,2018-01-01
SRR14782142,MDA,2019-12-27
SRR14781957,MDA,2018-09-21
SRR14782654,MDA,2018-06-11
SRR14801607,MDA,2018-05-16
SRR7646030,MDA,2014-01-01
SRR14801957,MDA,2018-11-22
SRR14801847,MDA,2018-05-11
SRR14782593,MDA,2019-02-26
SRR14781905,MDA,2019-10-03
SRR7755716,MDA,2014-01-01
SRR14801566,MDA,2019-02-22
SRR7755702,MDA,2014-01-01
SRR14782698,MDA,2019-07-17
SRR14801736,MDA,2018-01-30
SRR3743382,MDA,2015-05-13
SRR14801678,MDA,2019-11-11
SRR3743381,MDA,2015-11-15
SRR14782392,MDA,2018-06-26
SRR14782372,MDA,2018-11-06
SRR14782134,MDA,2019-12-30
SRR7646028,MDA,2014-01-01
SRR14782373,MDA,2018-11-05
SRR14801383,MDA,2019-05-21
SRR7646046,MDA,2013-01-01
SRR14782297,MDA,2018-11-23
SRR14782486,MDA,2019-04-12
SRR14801519,MDA,2019-03-01
SRR14782370,MDA,2018-06-25
SRR14801757,MDA,2019-01-23
SRR14782149,MDA,2019-12-19
SRR14801336,MDA,2019-07-23
SRR14801528,MDA,2019-02-27
SRR14782066,MDA,2019-09-02
SRR14782808,MDA,2018-05-07
SRR14782408,MDA,2019-10-25
SRR10379899,MDA,2016-01-01
SRR7646064,MDA,2014-01-01
SRR14782114,MDA,2018-01-18
SRR14802259,MDA,2018-01-23
SRR14782391,MDA,2018-10-30
SRR14801532,MDA,2018-12-28
SRR7645973,MDA,2013-01-01
SRR7645793,MDA,2014-01-01
SRR14802260,MDA,2018-01-04
SRR14801853,MDA,2019-06-06
SRR10379970,MDA,2014-01-01
SRR7755740,MDA,2014-01-01
SRR14801811,MDA,2019-01-21
SRR14801546,MDA,2019-02-15
SRR14781979,MDA,2019-09-19
SRR14801935,MDA,2018-12-21
SRR14801549,MDA,2019-02-15
SRR14801376,MDA,2019-01-15
SRR14782518,MDA,2019-03-28
SRR7645799,MDA,2014-01-01
SRR7755659,MDA,2013-01-01
SRR14782288,MDA,2018-11-26
SRR14781880,MDA,2019-01-29
SRR14801849,MDA,2019-05-18
SRR14782716,MDA,2018-01-28
SRR14801340,MDA,2019-07-11
SRR14782151,MDA,2019-12-23
SRR10380217,MDA,2017-01-01
SRR14782502,MDA,2019-04-04
SRR7645824,MDA,2014-01-01
SRR14802168,MDA,2018-06-14
SRR14782245,MDA,2018-12-03
SRR14802034,MDA,2019-11-08
SRR14782761,MDA,2019-05-23
SRR14802153,MDA,2018-06-28
SRR14782240,MDA,2019-11-30
SRR7646016,MDA,2013-01-01
SRR14802264,MDA,2018-01-30
SRR14802261,MDA,2018-01-19
SRR14782668,MDA,2019-01-10
SRR14782635,MDA,2019-02-20
SRR14802169,MDA,2018-06-14
SRR14782603,MDA,2019-03-06
SRR14782552,MDA,2018-03-15
SRR14802141,MDA,2018-07-12
SRR14782526,MDA,2019-04-01
SRR14801910,MDA,2018-01-23
SRR14801403,MDA,2019-05-07
SRR5153848,MDA,2015-01-01
SRR14801612,MDA,2018-05-12
SRR5153845,MDA,2012-01-01
SRR3743384,MDA,2015-06-15
SRR10380229,MDA,2010-01-01
SRR14801816,MDA,2018-06-22
SRR14801521,MDA,2018-01-09
SRR14782330,MDA,2018-11-14
SRR14782430,MDA,2018-04-24
SRR10380027,MDA,2014-01-01
SRR14801710,MDA,2018-10-08
SRR7645969,MDA,2014-01-01
SRR14782265,MDA,2019-11-26
SRR3743383,MDA,2015-09-30
SRR14801754,MDA,2018-09-06
SRR5153907,MDA,2015-01-01
SRR10379991,MDA,2014-01-01
SRR14801879,MDA,2019-04-23
SRR14782804,MDA,2019-01-24
SRR5153906,MDA,2015-01-01
SRR14782610,MDA,2019-03-04
SRR14802010,MDA,2019-12-06
SRR14801560,MDA,2019-02-06
SRR14782401,MDA,2019-10-28
SRR10379990,MDA,2017-01-01
SRR14802162,MDA,2018-06-22
SRR7645809,MDA,2014-01-01
SRR14782119,MDA,2018-07-25
SRR10379915,MDA,2014-01-01
SRR14781921,MDA,2018-10-02
SRR7755753,MDA,2014-01-01
SRR14782278,MDA,2019-11-21
SRR14801785,MDA,2018-08-02
SRR14802100,MDA,2018-08-10
SRR5153841,MDA,2015-01-01
SRR14782019,MDA,2018-06-07
SRR14801838,MDA,2019-05-29
SRR10380006,MDA,2017-01-01
SRR14801290,MDA,2018-01-16
SRR14801511,MDA,2019-03-05
SRR14781965,MDA,2019-09-24
SRR14782415,MDA,2019-07-01
SRR14801704,MDA,2018-10-15
SRR10379894,MDA,2012-01-01
SRR14802262,MDA,2018-01-26
SRR14782209,MDA,2019-12-07
SRR7645842,MDA,2014-01-01
SRR10380012,MDA,2013-01-01
SRR14782485,MDA,2018-04-11
SRR14807687,MDA,2018-02-19
SRR14782614,MDA,2019-03-01
SRR14782434,MDA,2018-04-25
SRR14781894,MDA,2018-10-09
SRR14801505,MDA,2019-03-14
SRR14802032,MDA,2019-11-12
SRR3743473,MDA,2015-07-27
SRR14802116,MDA,2018-07-27
SRR14782605,MDA,2019-02-28
SRR14782759,MDA,2018-05-14
SRR14782309,MDA,2018-11-20
SRR14782480,MDA,2019-04-15
SRR7755713,MDA,2014-01-01
SRR14782259,MDA,2019-07-05
SRR10379903,MDA,2018-01-01
SRR14782273,MDA,2018-11-29
SRR14801824,MDA,2019-06-25
SRR14782227,MDA,2018-12-08
SRR14802134,MDA,2018-07-18
SRR14801658,MDA,2018-11-12
SRR14782293,MDA,2019-07-03
SRR7645976,MDA,2013-01-01
SRR14801483,MDA,2019-03-19
SRR14802087,MDA,2018-08-17
SRR14782600,MDA,2019-03-06
SRR14782461,MDA,2018-04-17
SRR14802130,MDA,2018-07-20
SRR14801664,MDA,2018-02-21
SRR14782312,MDA,2019-11-14
SRR14782107,MDA,2018-01-17
SRR14781923,MDA,2019-10-04
SRR5153887,MDA,2015-01-01
SRR14782570,MDA,2019-03-14
SRR14802275,MDA,2018-01-30
SRR14782131,MDA,2018-06-06
SRR7755745,MDA,2014-01-01
SRR10380001,MDA,2018-01-01
SRR7645916,MDA,2014-01-01
SRR10380240,MDA,2013-01-01
SRR7645836,MDA,2014-01-01
SRR14801932,MDA,2018-12-25
SRR14802000,MDA,2018-10-11
SRR5153858,MDA,2012-01-01
SRR14782646,MDA,2019-01-09
SRR10380235,MDA,2013-01-01
SRR14801978,MDA,2018-10-24
SRR14802119,MDA,2018-07-26
SRR7755749,MDA,2014-01-01
SRR14801819,MDA,2018-01-16
SRR7645785,MDA,2014-01-01
SRR14802256,MDA,2019-04-05
SRR7645931,MDA,2013-01-01
SRR5153818,MDA,2012-01-01
SRR14802015,MDA,2018-10-02
SRR14782807,MDA,2018-05-07
SRR3743474,MDA,2014-05-07
SRR14802027,MDA,2018-09-21
SRR14801540,MDA,2019-02-19
SRR7645999,MDA,2014-01-01
SRR14782451,MDA,2018-04-19
SRR10379996,MDA,2012-01-01
SRR7755664,MDA,2014-01-01
SRR7645977,MDA,2013-01-01
SRR14781908,MDA,2018-06-11
SRR14782567,MDA,2019-03-15
SRR14782310,MDA,2018-11-21
SRR14782675,MDA,2019-02-12
SRR14801907,MDA,2018-02-07
SRR14801709,MDA,2019-01-23
SRR14782250,MDA,2018-12-05
SRR7645845,MDA,2014-01-01
SRR7645954,MDA,2014-01-01
SRR10379954,MDA,2009-01-01
SRR14782544,MDA,2019-03-25
SRR14802163,MDA,2018-06-22
SRR14807477,MDA,2018-03-20
SRR10380213,MDA,2017-01-01
SRR7645959,MDA,2014-01-01
SRR14801721,MDA,2018-10-03
SRR14802128,MDA,2019-01-04
SRR14782231,MDA,2018-12-07
SRR14801969,MDA,2018-11-12
SRR14801670,MDA,2019-02-04
SRR10379985,MDA,2014-01-01
SRR14802021,MDA,2018-09-28
SRR14781904,MDA,2018-08-10
SRR10380230,MDA,2017-01-01
SRR14782509,MDA,2019-07-19
SRR14801875,MDA,2018-05-30
SRR14801876,MDA,2019-04-26
SRR14801977,MDA,2018-10-25
SRR10380029,MDA,2014-01-01
SRR14801723,MDA,2018-01-29
SRR14781981,MDA,2019-09-19
SRR14801994,MDA,2018-03-30
SRR14801500,MDA,2019-03-15
SRR14782360,MDA,2018-11-06
SRR14782738,MDA,2019-07-25
SRR14802273,MDA,2018-01-29
SRR14801507,MDA,2019-03-11
SRR14801496,MDA,2019-03-18
SRR14801831,MDA,2018-05-30
SRR14782359,MDA,2018-06-25
SRR3743390,MDA,2015-05-12
SRR10380237,MDA,2016-01-01
SRR14802081,MDA,2018-08-21
SRR14802008,MDA,2019-12-06
SRR14782751,MDA,2019-05-24
SRR10380011,MDA,2017-01-01
SRR14782504,MDA,2019-01-16
SRR14782378,MDA,2018-11-02
SRR14802138,MDA,2018-07-13
SRR14782670,MDA,2018-02-13
SRR14781938,MDA,2018-09-25
SRR5153926,MDA,2015-01-01
SRR14782777,MDA,2018-05-15
SRR5153837,MDA,2015-01-01
SRR14782498,MDA,2019-07-23
SRR14782700,MDA,2018-01-07
SRR10379898,MDA,2017-01-01
SRR14801982,MDA,2018-10-23
SRR5153846,MDA,2009-01-01
SRR14801952,MDA,2018-11-28
SRR5153927,MDA,2015-01-01
SRR10379886,MDA,2018-01-01
SRR14782125,MDA,2019-07-26
SRR14781878,MDA,2018-10-12
SRR14801341,MDA,2019-03-13
SRR14782129,MDA,2018-06-13
SRR14802002,MDA,2018-10-11
SRR14802086,MDA,2018-08-17
SRR14801681,MDA,2018-10-29
SRR14801682,MDA,2018-02-05
SRR14782295,MDA,2019-11-19
SRR14802140,MDA,2018-07-12
SRR14801509,MDA,2019-03-06
SRR14782510,MDA,2018-04-02
SRR14782550,MDA,2019-01-15
SRR14801774,MDA,2018-08-15
SRR14801596,MDA,2018-05-22
SRR14782454,MDA,2018-07-18
SRR14782572,MDA,2019-01-12
SRR14801567,MDA,2019-02-18
SRR10380194,MDA,2018-01-01
SRR14782366,MDA,2019-11-04
SRR5153922,MDA,2015-01-01
SRR7646005,MDA,2014-01-01
SRR14782568,MDA,2019-03-14
SRR10380234,MDA,2014-01-01
SRR14802005,MDA,2019-12-06
SRR3743478,MDA,2015-11-17
SRR3743397,MDA,2015-04-08
SRR7645961,MDA,2014-01-01
SRR14801667,MDA,2018-11-09
SRR14782819,MDA,2018-05-03
SRR14782221,MDA,2018-12-10
SRR14802159,MDA,2018-06-26
SRR14801388,MDA,2019-05-20
SRR14801917,MDA,2019-04-03
SRR14802113,MDA,2018-08-03
SRR14801616,MDA,2018-05-08
SRR5153836,MDA,2015-01-01
SRR14801468,MDA,2019-03-19
SRR14802151,MDA,2018-06-29
SRR14782165,MDA,2019-12-18
SRR14801787,MDA,2018-05-28
SRR14802154,MDA,2018-06-28
SRR14802158,MDA,2018-06-27
SRR14782439,MDA,2018-04-24
SRR7646029,MDA,2014-01-01
SRR14781860,MDA,2019-10-16
SRR14782608,MDA,2019-01-11
SRR14781956,MDA,2018-09-21
SRR14782321,MDA,2018-11-16
SRR14801930,MDA,2018-12-25
SRR14781902,MDA,2018-10-09
SRR14801594,MDA,2018-05-23
SRR14802240,MDA,2018-01-10
SRR14802049,MDA,2019-10-25
SRR14801983,MDA,2018-03-30
SRR14782044,MDA,2018-01-24
SRR7755693,MDA,2013-01-01
SRR14802074,MDA,2019-10-09
SRR14781935,MDA,2018-09-21
SRR7646002,MDA,2014-01-01
SRR14782497,MDA,2019-04-10
SRR10380003,MDA,2011-01-01
SRR14801745,MDA,2018-01-22
SRR14782587,MDA,2019-07-20
SRR14782255,MDA,2018-12-03
SRR14802170,MDA,2018-06-14
SRR14801597,MDA,2018-05-22
SRR14801659,MDA,2018-02-06
SRR14782782,MDA,2018-01-22
SRR14782680,MDA,2018-01-03
SRR14782077,MDA,2018-08-16
SRR14801552,MDA,2019-01-09
SRR14802009,MDA,2018-10-11
SRR5153851,MDA,2011-01-01
SRR14782155,MDA,2019-12-20
SRR10379971,MDA,2012-01-01
SRR7645920,MDA,2014-01-01
SRR3743415,MDA,2015-02-11
SRR7755685,MDA,2014-01-01
SRR14781865,MDA,2018-10-17
SRR5153913,MDA,2015-01-01
SRR3743462,MDA,2015-06-23
SRR7645963,MDA,2014-01-01
SRR5153904,MDA,2015-01-01
SRR14782825,MDA,2019-01-16
SRR14782601,MDA,2019-03-06
SRR7645814,MDA,2014-01-01
SRR10379893,MDA,2010-01-01
SRR14801836,MDA,2018-01-11
SRR10379892,MDA,2014-01-01
SRR14782530,MDA,2019-03-28
SRR5153839,MDA,2009-01-01
SRR3743463,MDA,2016-01-04
SRR14782004,MDA,2018-09-12
SRR5153880,MDA,2013-01-01
SRR14801993,MDA,2018-10-15
SRR10379906,MDA,2014-01-01
SRR14801979,MDA,2018-10-24
SRR5153929,MDA,2015-01-01
SRR5153816,MDA,2015-01-01
SRR14802073,MDA,2019-10-09
SRR7645983,MDA,2013-01-01
SRR14781899,MDA,2018-10-09
SRR14801600,MDA,2019-03-15
SRR14801312,MDA,2018-04-19
SRR7645913,MDA,2014-01-01
SRR14782641,MDA,2019-02-20
SRR14782076,MDA,2018-08-20
SRR14802068,MDA,2018-08-30
SRR14782331,MDA,2018-11-15
SRR14802053,MDA,2018-06-09
SRR14802101,MDA,2018-08-10
SRR5153917,MDA,2016-01-01
SRR14801557,MDA,2019-02-13
SRR14782549,MDA,2019-03-20
SRR14801305,MDA,2019-05-17
SRR3743438,MDA,2015-03-18
SRR7755697,MDA,2014-01-01
SRR14801877,MDA,2018-04-24
SRR14782298,MDA,2019-11-20
SRR3743396,MDA,2014-09-25
SRR14801322,MDA,2019-02-04
SRR14781881,MDA,2018-10-10
SRR10380218,MDA,2013-01-01
SRR5153886,MDA,2016-01-01
SRR14801306,MDA,2018-04-28
SRR7755707,MDA,2014-01-01
SRR14782040,MDA,2018-09-04
SRR14802046,MDA,2018-09-10
SRR5153918,MDA,2009-01-01
SRR14782794,MDA,2018-05-11
SRR14801543,MDA,2019-01-02
SRR14782016,MDA,2018-09-07
SRR14782505,MDA,2018-01-10
SRR14802065,MDA,2018-08-31
SRR10379917,MDA,2011-01-01
SRR14782553,MDA,2019-03-20
SRR5153819,MDA,2015-01-01
SRR14782459,MDA,2018-04-20
SRR14782662,MDA,2019-02-15
SRR14801939,MDA,2019-04-02
SRR7646025,MDA,2014-01-01
SRR14801456,MDA,2019-04-09
SRR7646054,MDA,2014-01-01
SRR7646055,MDA,2014-01-01
SRR14782660,MDA,2019-02-14
SRR14782667,MDA,2018-02-12
SRR10379910,MDA,2015-01-01
SRR14801434,MDA,2019-04-11
SRR5153871,MDA,2016-01-01
SRR14782828,MDA,2018-05-02
SRR14782535,MDA,2018-03-21
SRR14782732,MDA,2018-05-24
SRR10380197,MDA,2015-01-01
SRR14801966,MDA,2018-11-14
SRR7645851,MDA,2014-01-01
SRR10379895,MDA,2018-01-01
SRR14801734,MDA,2018-09-19
SRR10380182,MDA,2017-01-01
SRR14801324,MDA,2019-01-09
SRR14801309,MDA,2018-04-28
SRR14782533,MDA,2019-03-27
SRR14801614,MDA,2018-05-10
SRR14782212,MDA,2018-12-07
SRR14801962,MDA,2018-11-17
SRR5153919,MDA,2015-01-01
SRR7646038,MDA,2014-01-01
SRR7755754,MDA,2014-01-01
SRR14801775,MDA,2018-06-04
SRR14801310,MDA,2018-04-27
SRR7645869,MDA,2014-01-01
SRR5153856,MDA,2016-01-01
SRR14801604,MDA,2018-05-18
SRR10380233,MDA,2012-01-01
SRR14782390,MDA,2018-10-26
SRR14782687,MDA,2019-07-18
SRR3743449,MDA,2015-03-16
SRR14802147,MDA,2018-07-03
SRR14801535,MDA,2019-01-09
SRR14801809,MDA,2018-05-31
SRR14782492,MDA,2019-04-12
SRR14801321,MDA,2019-01-31
SRR7645944,MDA,2014-01-01
SRR14802123,MDA,2018-07-25
SRR14782547,MDA,2019-03-21
SRR10379908,MDA,2016-01-01
SRR14782563,MDA,2019-03-18
SRR14802267,MDA,2018-04-11
SRR10380020,MDA,2017-01-01
SRR14802104,MDA,2018-08-09
SRR14801326,MDA,2019-01-30
SRR5153823,MDA,2015-01-01
SRR3743394,MDA,2015-04-08
SRR5153821,MDA,2015-01-01
SRR14802035,MDA,2018-09-14
SRR14782790,MDA,2018-05-11
SRR14782541,MDA,2018-03-14
SRR14782817,MDA,2018-03-05
SRR14802077,MDA,2018-08-22
SRR3743388,MDA,2015-05-12
SRR14782426,MDA,2018-06-22
SRR14801698,MDA,2018-06-05
SRR14802057,MDA,2018-09-04
SRR5153908,MDA,2016-01-01
SRR3743393,MDA,2015-03-16
SRR14802075,MDA,2018-08-23
SRR14802063,MDA,2018-08-31
SRR14781876,MDA,2018-10-16
SRR5153885,MDA,2015-01-01
SRR10379992,MDA,2016-01-01
SRR14782585,MDA,2019-03-12
SRR14782513,MDA,2019-04-04
SRR14801484,MDA,2019-03-14
SRR14802136,MDA,2018-07-17
SRR14801975,MDA,2018-10-25
SRR14801495,MDA,2019-03-13
SRR5153901,MDA,2015-01-01
SRR3743472,MDA,2016-01-05
SRR5153905,MDA,2009-01-01
SRR7755746,MDA,2014-01-01
SRR7645859,MDA,2014-01-01
SRR14801308,MDA,2018-05-30
SRR14782335,MDA,2018-11-14
SRR7645868,MDA,2014-01-01
SRR5153830,MDA,2015-01-01
SRR7645950,MDA,2014-01-01
SRR5153822,MDA,2012-01-01
SRR14781883,MDA,2018-10-09
SRR14802164,MDA,2018-06-19
SRR10380236,MDA,2017-01-01
SRR14801545,MDA,2019-02-15
SRR14781847,MDA,2018-10-22
SRR3743483,MDA,2015-11-04
SRR14782452,MDA,2018-04-23
SRR3743400,MDA,2015-05-25
SRR14801634,MDA,2018-12-07
SRR14801553,MDA,2019-02-15
SRR14782743,MDA,2018-05-21
SRR14782171,MDA,2018-06-12
SRR14801444,MDA,2019-04-15
SRR14801788,MDA,2018-07-26
SRR3743391,MDA,2015-06-01
SRR14801956,MDA,2018-11-23
SRR14781901,MDA,2018-10-09
SRR7645990,MDA,2014-01-01
SRR3743386,MDA,2015-03-30
SRR14802109,MDA,2018-08-04
SRR14782236,MDA,2018-12-06
SRR14802056,MDA,2019-01-25
SRR10380178,MDA,2016-01-01
SRR14802012,MDA,2018-10-09
SRR14782677,MDA,2018-02-09
SRR14801541,MDA,2019-02-19
SRR5153870,MDA,2009-01-01
SRR14801501,MDA,2019-03-12
SRR14802041,MDA,2018-09-12
SRR5153882,MDA,2015-01-01
SRR14782806,MDA,2019-05-13
SRR14801385,MDA,2018-03-05
SRR14782074,MDA,2018-06-14
SRR14801357,MDA,2019-01-18
SRR14781985,MDA,2018-06-14
SRR14801890,MDA,2018-03-14
SRR3743450,MDA,2015-05-25
SRR5153924,MDA,2014-01-01
SRR14801755,MDA,2018-09-06
SRR14781930,MDA,2018-01-17
SRR7645811,MDA,2014-01-01
SRR14782467,MDA,2019-01-16
SRR14781961,MDA,2018-09-19
SRR14782432,MDA,2018-01-17
SRR14801927,MDA,2019-02-12
SRR14801707,MDA,2018-10-10
SRR3743457,MDA,2015-03-20
SRR5153853,MDA,2015-01-01
SRR7755730,MDA,2014-01-01
SRR14801346,MDA,2019-07-08
SRR14802090,MDA,2018-08-17
SRR14801873,MDA,2018-05-03
SRR14801968,MDA,2018-11-13
SRR7646040,MDA,2014-01-01
